SNB data portal,,,,
1998-06-10,2.043,2.483,3.184,4.2
1998-06-11,2.052,2.454,3.171,4.151
1998-06-12,2.09,2.432,3.19,4.109
1998-06-15,2.093,2.432,3.186,4.098
1998-06-16,2.04,2.502,3.214,4.22
1998-06-17,2.046,2.519,3.23,4.189
1998-06-18,2.075,2.541,3.286,4.193
1998-06-19,2.086,2.563,3.263,4.222
1998-06-22,2.155,2.527,3.304,4.205
1998-06-23,2.155,2.527,3.304,4.205
1998-06-24,2.058,2.535,3.265,4.236
1998-06-25,2.214,2.579,3.281,4.193
1998-06-26,2.228,2.624,3.3,4.235
1998-06-29,2.343,2.562,3.334,4.089
1998-06-30,2.216,2.608,3.308,4.228
1998-07-01,2.2,2.589,3.29,4.232
1998-07-02,2.148,2.583,3.28,4.229
1998-07-03,2.199,2.583,3.288,4.22
1998-07-06,2.199,2.576,3.266,4.229
1998-07-07,2.209,2.592,3.282,4.238
1998-07-08,2.234,2.644,3.353,4.227
1998-07-09,2.207,2.641,3.356,4.269
1998-07-10,2.233,2.654,3.364,4.265
1998-07-13,2.28,2.72,3.43,4.284
1998-07-14,2.324,2.762,3.478,4.326
1998-07-15,2.326,2.734,3.499,4.234
1998-07-16,2.29,2.733,3.415,4.305
1998-07-17,2.317,2.723,3.398,4.298
1998-07-20,2.302,2.719,3.389,4.277
1998-07-21,2.289,2.644,3.289,4.129
1998-07-22,2.393,2.6,3.296,4.051
1998-07-23,2.354,2.614,3.311,4.078
1998-07-24,2.21,2.608,3.276,4.167
1998-07-27,2.193,2.586,3.277,4.127
1998-07-28,2.163,2.581,3.276,4.129
1998-07-29,2.106,2.537,3.234,4.11
1998-07-30,2.147,2.463,3.2,4.028
1998-07-31,2.067,2.499,3.19,4.12
1998-08-03,2.075,2.539,3.224,4.127
1998-08-04,2.214,2.489,3.259,3.988
1998-08-05,2.212,2.445,3.207,3.943
1998-08-06,2.211,2.451,3.21,3.978
1998-08-07,2.088,2.461,3.151,4.058
1998-08-10,2.01,2.426,3.125,4.057
1998-08-11,2.15,2.361,3.123,3.951
1998-08-12,2.117,2.362,3.116,3.98
1998-08-13,2.076,2.325,3.069,3.977
1998-08-14,2.023,2.383,3.088,4.097
1998-08-17,2.004,2.378,3.08,4.094
1998-08-18,2.071,2.421,3.115,4.125
1998-08-19,2.058,2.42,3.133,4.106
1998-08-20,2.059,2.394,3.118,4.108
1998-08-21,1.971,2.34,3.037,4.084
1998-08-24,1.941,2.343,3.043,4.109
1998-08-25,1.969,2.341,3.008,4.139
1998-08-26,1.958,2.359,3.065,4.114
1998-08-27,1.95,2.343,3.06,4.151
1998-08-28,1.826,2.202,2.974,4.097
1998-08-31,1.756,2.25,2.988,4.156
1998-09-01,1.773,2.232,2.979,4.136
1998-09-02,1.885,2.306,3.114,4.054
1998-09-03,1.894,2.334,3.131,4.088
1998-09-04,1.869,2.32,3.136,4.052
1998-09-07,1.881,2.349,3.201,4.072
1998-09-08,1.791,2.298,3.165,4.064
1998-09-09,1.801,2.3,3.127,4.065
1998-09-10,1.796,2.203,3.049,4.047
1998-09-11,1.748,2.159,3.016,4.02
1998-09-14,1.748,2.159,3.016,4.02
1998-09-15,1.791,2.213,3.136,3.972
1998-09-16,1.813,2.225,3.155,4.031
1998-09-17,1.786,2.162,3.111,3.933
1998-09-18,1.738,2.13,3.093,3.969
1998-09-21,1.737,2.114,3.072,3.976
1998-09-22,1.724,2.136,3.105,3.99
1998-09-23,1.787,2.21,3.156,4.033
1998-09-24,1.801,2.236,3.172,4.029
1998-09-25,1.782,2.2,3.14,4.023
1998-09-28,1.785,2.162,3.108,4.029
1998-09-29,1.741,2.164,3.074,4.069
1998-09-30,1.74,2.115,3.086,3.964
1998-10-01,1.808,2.044,2.878,3.928
1998-10-02,1.733,2.038,2.849,3.808
1998-10-05,1.577,1.893,2.858,3.822
1998-10-06,1.542,1.886,2.861,3.818
1998-10-07,1.663,2.003,2.87,3.973
1998-10-08,1.546,1.891,2.789,3.883
1998-10-09,1.546,1.891,2.789,3.883
1998-10-12,1.414,2,3.033,3.89
1998-10-13,1.483,2.02,3.033,3.992
1998-10-14,1.502,2.025,3.032,3.966
1998-10-15,1.527,2.055,3.05,3.957
1998-10-16,1.481,1.997,3.023,3.932
1998-10-19,1.473,2.016,3.017,3.951
1998-10-20,1.479,2.036,3.03,3.937
1998-10-21,1.543,2.083,3.076,3.896
1998-10-22,1.554,2.07,3.054,3.843
1998-10-23,1.53,2.048,3.041,3.825
1998-10-26,1.496,2.043,3.066,3.894
1998-10-27,1.361,2.057,3.058,3.713
1998-10-28,1.411,1.979,2.962,3.66
1998-10-29,1.454,1.957,2.893,3.849
1998-10-30,1.484,1.934,2.914,3.796
1998-11-02,1.515,1.972,2.964,3.831
1998-11-03,1.532,2.032,2.952,3.925
1998-11-04,1.608,2.04,2.981,3.913
1998-11-05,1.667,2.042,2.961,3.943
1998-11-06,1.678,2.061,2.907,4.035
1998-11-09,1.712,2.065,2.923,4.089
1998-11-10,1.761,2.01,2.897,3.963
1998-11-11,1.741,2.005,2.899,3.904
1998-11-12,1.755,1.994,2.87,3.916
1998-11-13,1.735,1.98,2.887,3.924
1998-11-16,1.741,1.986,2.911,3.918
1998-11-17,1.743,1.947,2.836,3.91
1998-11-18,1.707,1.926,2.841,3.831
1998-11-19,1.719,1.907,2.797,3.864
1998-11-20,1.749,1.922,2.781,3.912
1998-11-23,1.799,1.939,2.799,3.937
1998-11-24,1.822,1.956,2.747,3.969
1998-11-25,1.825,1.91,2.699,3.869
1998-11-26,1.719,1.972,2.677,3.949
1998-11-27,1.871,1.9,2.713,3.795
1998-11-30,1.747,1.935,2.659,3.974
1998-12-01,1.789,1.897,2.648,3.922
1998-12-02,1.808,1.88,2.703,3.815
1998-12-03,1.848,1.851,2.619,3.768
1998-12-04,1.765,1.854,2.553,3.765
1998-12-07,1.779,1.831,2.583,3.708
1998-12-08,1.81,1.821,2.579,3.681
1998-12-09,1.822,1.794,2.501,3.691
1998-12-10,1.78,1.776,2.536,3.626
1998-12-11,1.682,1.779,2.581,3.409
1998-12-14,1.62,1.793,2.61,3.366
1998-12-15,1.682,1.801,2.628,3.462
1998-12-16,1.656,1.823,2.666,3.463
1998-12-17,1.656,1.823,2.666,3.463
1998-12-18,1.741,1.778,2.581,3.531
1998-12-21,1.815,1.781,2.573,3.704
1998-12-22,1.783,1.914,2.711,3.599
1998-12-23,1.825,1.968,2.743,3.629
1998-12-24,1.825,1.968,2.743,3.629
1998-12-25,1.825,1.968,2.743,3.629
1998-12-28,1.522,2.004,2.747,3.577
1998-12-29,1.465,1.994,2.75,3.502
1998-12-30,1.728,1.946,2.71,3.425
1998-12-31,1.728,1.946,2.71,3.425
1999-01-01,1.728,1.946,2.71,3.425
1999-01-04,1.812,1.876,2.584,3.703
1999-01-05,1.786,1.857,2.563,3.706
1999-01-06,1.774,1.852,2.613,3.71
1999-01-07,1.79,1.843,2.582,3.725
1999-01-08,1.741,1.862,2.679,3.764
1999-01-11,1.67,1.819,2.571,3.772
1999-01-12,1.6,1.799,2.528,3.781
1999-01-13,1.571,1.743,2.479,3.781
1999-01-14,1.592,1.801,2.583,3.792
1999-01-15,1.592,1.801,2.583,3.792
1999-01-18,1.592,1.801,2.583,3.792
1999-01-19,1.569,1.815,2.58,3.793
1999-01-20,1.567,1.823,2.596,3.796
1999-01-21,1.578,1.827,2.578,3.793
1999-01-22,1.632,1.766,2.551,3.776
1999-01-25,1.601,1.772,2.523,3.764
1999-01-26,1.562,1.802,2.542,3.757
1999-01-27,1.568,1.831,2.555,3.776
1999-01-28,1.568,1.831,2.555,3.776
1999-01-29,1.568,1.831,2.555,3.776
1999-02-01,1.568,1.831,2.555,3.776
1999-02-02,1.552,1.854,2.549,3.77
1999-02-03,1.548,1.843,2.54,3.777
1999-02-04,1.57,1.861,2.587,3.802
1999-02-05,1.582,1.889,2.599,3.826
1999-02-08,1.578,1.898,2.649,3.841
1999-02-09,1.543,1.903,2.593,3.824
1999-02-10,1.557,1.868,2.571,3.812
1999-02-11,1.547,1.845,2.598,3.825
1999-02-12,1.563,1.853,2.579,3.815
1999-02-15,1.548,1.892,2.644,3.844
1999-02-16,1.53,1.893,2.617,3.845
1999-02-17,1.533,1.883,2.616,3.84
1999-02-18,1.532,1.872,2.584,3.824
1999-02-19,1.517,1.87,2.577,3.821
1999-02-22,1.529,1.856,2.58,3.818
1999-02-23,1.547,1.822,2.487,3.778
1999-02-24,1.504,1.815,2.487,3.781
1999-02-25,1.438,1.851,2.457,3.758
1999-02-26,1.491,1.854,2.55,3.784
1999-03-01,1.491,1.825,2.512,3.764
1999-03-02,1.53,1.884,2.592,3.803
1999-03-03,1.615,1.872,2.562,3.824
1999-03-04,1.643,1.893,2.627,3.81
1999-03-05,1.626,1.871,2.549,3.792
1999-03-08,1.622,1.862,2.539,3.783
1999-03-09,1.479,1.818,2.634,3.744
1999-03-10,1.653,1.796,2.455,3.767
1999-03-11,1.644,1.78,2.433,3.765
1999-03-12,1.617,1.8,2.477,3.764
1999-03-15,1.624,1.797,2.468,3.77
1999-03-16,1.617,1.778,2.477,3.778
1999-03-17,1.618,1.783,2.463,3.774
1999-03-18,1.612,1.794,2.477,3.785
1999-03-19,1.571,1.804,2.463,3.767
1999-03-22,1.572,1.837,2.499,3.782
1999-03-23,1.57,1.856,2.539,3.801
1999-03-24,1.564,1.839,2.525,3.799
1999-03-25,1.591,1.822,2.508,3.803
1999-03-26,1.531,1.879,2.496,3.774
1999-03-29,1.578,1.846,2.567,3.785
1999-03-30,1.517,1.846,2.666,3.803
1999-03-31,1.554,1.875,2.604,3.815
1999-04-01,1.528,1.874,2.584,3.809
1999-04-02,1.528,1.874,2.584,3.809
1999-04-05,1.528,1.874,2.584,3.809
1999-04-06,1.522,1.848,2.565,3.806
1999-04-07,1.51,1.832,2.52,3.781
1999-04-08,1.484,1.818,2.481,3.737
1999-04-09,1.399,1.775,2.43,3.684
1999-04-12,1.381,1.755,2.417,3.682
1999-04-13,1.376,1.767,2.457,3.709
1999-04-14,1.392,1.777,2.454,3.717
1999-04-15,1.401,1.762,2.455,3.725
1999-04-16,1.437,1.761,2.518,3.746
1999-04-19,1.416,1.78,2.551,3.758
1999-04-20,1.415,1.771,2.516,3.727
1999-04-21,1.38,1.789,2.524,3.732
1999-04-22,1.372,1.803,2.555,3.745
1999-04-23,1.361,1.824,2.569,3.743
1999-04-26,1.356,1.831,2.575,3.74
1999-04-27,1.375,1.822,2.549,3.716
1999-04-28,1.381,1.808,2.516,3.696
1999-04-29,1.355,1.761,2.487,3.66
1999-04-30,1.376,1.819,2.534,3.705
1999-05-03,1.364,1.813,2.516,3.694
1999-05-04,1.37,1.825,2.549,3.702
1999-05-05,1.395,1.814,2.547,3.699
1999-05-06,1.368,1.85,2.587,3.7
1999-05-07,1.368,1.878,2.641,3.716
1999-05-10,1.385,1.915,2.64,3.717
1999-05-11,1.418,1.904,2.649,3.749
1999-05-12,1.323,1.902,2.668,3.687
1999-05-13,1.323,1.902,2.668,3.687
1999-05-14,1.342,1.949,2.737,3.748
1999-05-17,1.416,1.927,2.657,3.736
1999-05-18,1.458,1.933,2.668,3.746
1999-05-19,1.46,1.933,2.65,3.718
1999-05-20,1.468,1.937,2.67,3.739
1999-05-21,1.474,1.916,2.613,3.747
1999-05-24,1.474,1.916,2.613,3.747
1999-05-25,1.449,1.898,2.613,3.722
1999-05-26,1.417,1.952,2.693,3.79
1999-05-27,1.408,1.963,2.714,3.773
1999-05-28,1.409,1.962,2.682,3.762
1999-05-31,1.41,1.976,2.72,3.775
1999-06-01,1.509,2.082,2.833,3.823
1999-06-02,1.586,2.083,2.811,3.846
1999-06-03,1.611,2.101,2.829,3.881
1999-06-04,1.64,2.146,2.821,3.864
1999-06-07,1.63,2.13,2.798,3.845
1999-06-08,1.608,2.145,2.808,3.859
1999-06-09,1.611,2.169,2.849,3.893
1999-06-10,1.678,2.257,2.946,3.962
1999-06-11,1.732,2.251,2.926,3.929
1999-06-14,1.73,2.255,2.905,3.916
1999-06-15,1.77,2.236,2.885,3.933
1999-06-16,1.756,2.203,2.842,3.907
1999-06-17,1.74,2.181,2.79,3.874
1999-06-18,1.7,2.207,2.837,3.849
1999-06-21,1.719,2.299,2.887,3.857
1999-06-22,1.724,2.326,2.941,3.893
1999-06-23,1.751,2.294,2.918,3.911
1999-06-24,1.809,2.425,3.043,4.018
1999-06-25,1.833,2.429,3.032,3.994
1999-06-28,1.848,2.407,3.028,3.981
1999-06-29,2.058,2.321,3.062,4.016
1999-06-30,1.929,2.398,2.937,3.97
1999-07-01,1.986,2.505,3.071,4.103
1999-07-02,2.066,2.479,3.068,4.057
1999-07-05,2.102,2.516,3.118,4.09
1999-07-06,2.088,2.493,3.141,4.102
1999-07-07,2.101,2.514,3.155,4.111
1999-07-08,2.107,2.519,3.13,4.114
1999-07-09,2.103,2.538,3.152,4.11
1999-07-12,2.132,2.506,3.121,4.081
1999-07-13,2.106,2.504,3.073,4.049
1999-07-14,2.124,2.458,3.024,4.017
1999-07-15,2.128,2.517,3.076,4.052
1999-07-16,2.169,2.525,3.082,4.058
1999-07-19,2.152,2.495,3.044,4.039
1999-07-20,2.149,2.453,3.031,4.029
1999-07-21,2.168,2.427,2.943,4.017
1999-07-22,2.093,2.449,2.943,4.021
1999-07-23,2.118,2.463,2.952,4.003
1999-07-26,2.121,2.431,2.967,3.972
1999-07-27,2.118,2.45,2.97,3.976
1999-07-28,2.091,2.489,3,4.043
1999-07-29,1.993,2.519,3.017,3.978
1999-07-30,2.092,2.528,3.044,4.009
1999-08-02,2.08,2.582,3.088,4.049
1999-08-03,2.085,2.584,3.077,4.046
1999-08-04,2.114,2.593,3.12,4.054
1999-08-05,2.166,2.615,3.144,4.089
1999-08-06,2.2,2.687,3.2,4.114
1999-08-09,2.214,2.702,3.19,4.112
1999-08-10,2.236,2.691,3.162,4.071
1999-08-11,2.229,2.676,3.114,4.061
1999-08-12,2.232,2.689,3.177,4.079
1999-08-13,2.253,2.669,3.225,4.041
1999-08-16,2.238,2.673,3.21,4.087
1999-08-17,2.216,2.621,3.124,4.056
1999-08-18,2.212,2.614,3.148,4.069
1999-08-19,2.134,2.653,3.124,4.051
1999-08-20,2.131,2.637,3.069,4.025
1999-08-23,2.126,2.643,3.095,3.994
1999-08-24,2.172,2.594,3.042,3.932
1999-08-25,2.168,2.566,3.011,3.935
1999-08-26,2.184,2.578,3.077,3.952
1999-08-27,2.195,2.608,3.1,3.962
1999-08-30,2.128,2.704,3.122,3.953
1999-08-31,2.204,2.708,3.169,4.016
1999-09-01,2.211,2.711,3.182,3.99
1999-09-02,2.196,2.739,3.226,4.027
1999-09-03,2.209,2.688,3.182,4.022
1999-09-06,2.232,2.7,3.196,4.013
1999-09-07,2.231,2.752,3.239,4.032
1999-09-08,2.197,2.765,3.23,4.034
1999-09-09,2.222,2.757,3.26,4.044
1999-09-10,2.242,2.759,3.253,4.066
1999-09-13,2.236,2.746,3.256,4.041
1999-09-14,2.247,2.775,3.302,4.066
1999-09-15,2.258,2.789,3.317,4.113
1999-09-16,2.227,2.797,3.284,4.09
1999-09-17,2.233,2.8,3.296,4.107
1999-09-20,2.31,2.847,3.362,4.162
1999-09-21,2.335,2.827,3.369,4.179
1999-09-22,2.357,2.878,3.446,4.23
1999-09-23,2.392,2.857,3.374,4.171
1999-09-24,2.397,2.865,3.378,4.173
1999-09-27,2.397,2.865,3.378,4.173
1999-09-28,2.484,2.902,3.42,4.224
1999-09-29,2.416,2.955,3.455,4.193
1999-09-30,2.527,2.944,3.427,4.199
1999-10-01,2.738,3.081,3.481,4.31
1999-10-04,2.828,3.033,3.527,4.275
1999-10-05,2.591,2.941,3.455,4.184
1999-10-06,2.804,3.111,3.544,4.312
1999-10-07,2.909,3.226,3.672,4.388
1999-10-08,2.931,3.161,3.656,4.415
1999-10-11,2.936,3.176,3.713,4.374
1999-10-12,2.93,3.219,3.663,4.39
1999-10-13,3.068,3.284,3.699,4.412
1999-10-14,3.074,3.321,3.769,4.47
1999-10-15,3.155,3.375,3.804,4.498
1999-10-18,3.153,3.365,3.81,4.5
1999-10-19,3.068,3.333,3.79,4.49
1999-10-20,3.113,3.355,3.796,4.508
1999-10-21,3.114,3.347,3.776,4.503
1999-10-22,3.085,3.304,3.741,4.47
1999-10-25,3.014,3.281,3.697,4.46
1999-10-26,3.03,3.332,3.772,4.515
1999-10-27,3.05,3.335,3.766,4.495
1999-10-28,3.041,3.294,3.734,4.476
1999-10-29,2.991,3.196,3.625,4.379
1999-11-01,2.963,3.166,3.602,4.368
1999-11-02,3.012,3.167,3.611,4.372
1999-11-03,3.109,3.162,3.581,4.309
1999-11-04,3.112,3.186,3.571,4.29
1999-11-05,3.021,3.139,3.55,4.285
1999-11-08,2.962,3.088,3.526,4.279
1999-11-09,2.876,2.991,3.448,4.223
1999-11-10,2.878,3.04,3.492,4.235
1999-11-11,2.919,3.051,3.479,4.233
1999-11-12,2.887,3.044,3.514,4.271
1999-11-15,2.799,2.964,3.343,4.149
1999-11-16,2.833,2.938,3.337,4.144
1999-11-17,2.823,3.013,3.363,4.162
1999-11-18,2.864,3.071,3.416,4.23
1999-11-19,2.845,3.067,3.414,4.257
1999-11-22,2.824,3.082,3.449,4.286
1999-11-23,2.806,3.072,3.498,4.325
1999-11-24,2.803,3.074,3.535,4.354
1999-11-25,2.735,3.068,3.541,4.317
1999-11-26,2.744,3.081,3.615,4.338
1999-11-29,2.79,3.102,3.619,4.316
1999-11-30,2.834,3.083,3.69,4.362
1999-12-01,2.785,3.041,3.606,4.284
1999-12-02,2.787,3.059,3.612,4.235
1999-12-03,2.823,3.092,3.667,4.248
1999-12-06,2.88,3.079,3.604,4.24
1999-12-07,2.875,3.023,3.513,4.182
1999-12-08,2.848,2.999,3.486,4.133
1999-12-09,2.826,3.005,3.518,4.136
1999-12-10,2.845,2.987,3.512,4.176
1999-12-13,2.689,2.909,3.508,4.146
1999-12-14,2.711,2.973,3.505,4.157
1999-12-15,2.7,3.018,3.474,4.123
1999-12-16,2.651,3.027,3.507,4.137
1999-12-17,2.677,3.072,3.59,4.207
1999-12-20,2.692,3.097,3.648,4.272
1999-12-21,2.699,3.098,3.657,4.32
1999-12-22,2.628,3.079,3.666,4.292
1999-12-23,2.635,3.057,3.658,4.285
1999-12-24,2.635,3.057,3.658,4.285
1999-12-27,2.681,3.088,3.68,4.304
1999-12-28,2.593,3.004,3.633,4.263
1999-12-29,2.579,2.978,3.615,4.297
1999-12-30,2.539,2.986,3.617,4.276
1999-12-31,2.539,2.986,3.617,4.276
2000-01-03,2.539,2.986,3.617,4.276
2000-01-04,2.643,3.115,3.741,4.334
2000-01-05,2.622,3.071,3.719,4.341
2000-01-06,2.639,3.098,3.74,4.341
2000-01-07,2.653,3.089,3.726,4.355
2000-01-10,2.62,3.067,3.687,4.312
2000-01-11,2.649,3.088,3.71,4.316
2000-01-12,2.688,3.117,3.752,4.349
2000-01-13,2.688,3.086,3.71,4.34
2000-01-14,2.67,3.069,3.661,4.313
2000-01-17,2.671,3.102,3.658,4.296
2000-01-18,2.67,3.124,3.677,4.316
2000-01-19,2.739,3.168,3.732,4.369
2000-01-20,2.737,3.158,3.716,4.343
2000-01-21,2.753,3.207,3.728,4.355
2000-01-24,2.769,3.22,3.741,4.355
2000-01-25,2.783,3.21,3.73,4.347
2000-01-26,2.782,3.227,3.751,4.349
2000-01-27,2.759,3.216,3.73,4.341
2000-01-28,2.815,3.298,3.779,4.355
2000-01-31,2.829,3.302,3.784,4.368
2000-02-01,2.842,3.298,3.765,4.327
2000-02-02,2.868,3.294,3.753,4.35
2000-02-03,2.894,3.29,3.736,4.363
2000-02-04,2.967,3.275,3.644,4.249
2000-02-07,2.964,3.279,3.683,4.242
2000-02-08,2.973,3.277,3.661,4.245
2000-02-09,2.982,3.282,3.647,4.225
2000-02-10,2.988,3.283,3.669,4.244
2000-02-11,2.984,3.309,3.7,4.247
2000-02-14,2.96,3.289,3.682,4.239
2000-02-15,2.96,3.281,3.682,4.242
2000-02-16,3.128,3.381,3.756,4.288
2000-02-17,3.098,3.377,3.763,4.292
2000-02-18,3.156,3.393,3.774,4.292
2000-02-21,3.194,3.34,3.73,4.248
2000-02-22,3.164,3.352,3.746,4.269
2000-02-23,3.172,3.359,3.754,4.258
2000-02-24,3.18,3.361,3.671,4.289
2000-02-25,3.208,3.36,3.838,4.327
2000-02-28,3.189,3.492,3.861,4.353
2000-02-29,3.25,3.45,3.868,4.369
2000-03-01,3.233,3.411,3.851,4.35
2000-03-02,3.265,3.416,3.866,4.343
2000-03-03,3.266,3.398,3.841,4.31
2000-03-06,3.26,3.39,3.843,4.314
2000-03-07,3.22,3.364,3.832,4.287
2000-03-08,3.216,3.353,3.821,4.29
2000-03-09,3.268,3.362,3.813,4.307
2000-03-10,3.261,3.376,3.808,4.306
2000-03-13,3.267,3.415,3.796,4.287
2000-03-14,3.277,3.393,3.804,4.302
2000-03-15,3.263,3.429,3.845,4.284
2000-03-16,3.322,3.495,3.913,4.336
2000-03-17,3.306,3.471,3.905,4.353
2000-03-20,3.318,3.465,3.935,4.326
2000-03-21,3.3,3.476,3.931,4.353
2000-03-22,3.289,3.498,3.959,4.357
2000-03-23,3.329,3.522,3.952,4.387
2000-03-24,3.432,3.59,3.961,4.407
2000-03-27,3.431,3.618,4.049,4.451
2000-03-28,3.463,3.653,4.051,4.467
2000-03-29,3.522,3.737,4.103,4.497
2000-03-30,3.512,3.754,4.12,4.52
2000-03-31,3.637,3.729,4.155,4.572
2000-04-03,3.549,3.782,4.19,4.543
2000-04-04,3.547,3.722,4.108,4.54
2000-04-05,3.505,3.631,3.999,4.468
2000-04-06,3.43,3.585,3.941,4.409
2000-04-07,3.456,3.578,3.917,4.395
2000-04-10,3.419,3.469,3.769,4.298
2000-04-11,3.404,3.466,3.736,4.221
2000-04-12,3.428,3.537,3.8,4.262
2000-04-13,3.485,3.567,3.816,4.28
2000-04-14,3.47,3.554,3.813,4.284
2000-04-17,3.441,3.523,3.81,4.291
2000-04-18,3.465,3.608,3.894,4.328
2000-04-19,3.476,3.65,3.922,4.352
2000-04-20,3.521,3.677,3.939,4.369
2000-04-21,3.521,3.677,3.939,4.369
2000-04-24,3.521,3.677,3.939,4.369
2000-04-25,3.547,3.712,3.971,4.404
2000-04-26,3.63,3.77,4.046,4.455
2000-04-27,3.654,3.809,4.039,4.471
2000-04-28,3.765,3.849,4.076,4.465
2000-05-01,3.765,3.849,4.076,4.465
2000-05-02,3.769,3.843,4.071,4.47
2000-05-03,3.763,3.834,4.079,4.454
2000-05-04,3.761,3.818,4.078,4.461
2000-05-05,3.793,3.794,4.073,4.45
2000-05-08,3.787,3.771,4.057,4.442
2000-05-09,3.783,3.76,4.067,4.438
2000-05-10,3.799,3.765,4.05,4.434
2000-05-11,3.761,3.774,4.037,4.412
2000-05-12,3.825,3.816,4.059,4.439
2000-05-15,3.858,3.796,4.062,4.44
2000-05-16,3.869,3.791,4.072,4.451
2000-05-17,3.904,3.849,4.124,4.469
2000-05-18,3.984,3.931,4.186,4.48
2000-05-19,3.957,3.943,4.219,4.469
2000-05-22,3.929,3.941,4.212,4.493
2000-05-23,3.938,3.913,4.202,4.492
2000-05-24,3.904,3.881,4.18,4.479
2000-05-25,3.904,3.916,4.205,4.511
2000-05-26,3.924,3.889,4.128,4.534
2000-05-29,3.867,3.893,4.184,4.503
2000-05-30,3.817,3.906,4.15,4.514
2000-05-31,3.879,3.931,4.19,4.539
2000-06-01,3.879,3.931,4.19,4.539
2000-06-02,3.857,3.89,4.134,4.507
2000-06-05,3.836,3.855,4.074,4.452
2000-06-06,3.823,3.86,4.061,4.428
2000-06-07,3.809,3.821,4.017,4.402
2000-06-08,3.81,3.77,3.996,4.386
2000-06-09,3.847,3.799,4.014,4.39
2000-06-12,3.847,3.799,4.014,4.39
2000-06-13,3.855,3.785,4.006,4.384
2000-06-14,3.897,3.788,3.991,4.381
2000-06-15,3.917,3.841,4.022,4.384
2000-06-16,3.872,3.814,3.992,4.369
2000-06-19,3.849,3.781,3.964,4.357
2000-06-20,3.86,3.818,3.993,4.38
2000-06-21,3.871,3.854,4.03,4.405
2000-06-22,3.865,3.914,4.061,4.392
2000-06-23,3.844,3.87,4.045,4.404
2000-06-26,3.847,3.869,4.059,4.426
2000-06-27,3.859,3.865,4.043,4.402
2000-06-28,3.83,3.828,4.027,4.426
2000-06-29,3.769,3.863,4.049,4.407
2000-06-30,3.8,3.799,4.008,4.395
2000-07-03,3.833,3.826,4.028,4.398
2000-07-04,3.817,3.816,3.996,4.331
2000-07-05,3.801,3.815,4.008,4.351
2000-07-06,3.767,3.741,3.915,4.26
2000-07-07,3.744,3.759,3.948,4.284
2000-07-10,3.727,3.709,3.869,4.218
2000-07-11,3.745,3.729,3.889,4.235
2000-07-12,3.734,3.69,3.832,4.176
2000-07-13,3.76,3.738,3.878,4.206
2000-07-14,3.777,3.729,3.862,4.201
2000-07-17,3.809,3.758,3.89,4.216
2000-07-18,3.835,3.747,3.895,4.231
2000-07-19,3.867,3.781,3.935,4.263
2000-07-20,3.844,3.746,3.923,4.258
2000-07-21,3.834,3.712,3.916,4.226
2000-07-24,3.891,3.694,3.88,4.247
2000-07-25,3.847,3.695,3.838,4.185
2000-07-26,3.826,3.742,3.885,4.213
2000-07-27,3.878,3.744,3.899,4.239
2000-07-28,3.92,3.787,3.937,4.261
2000-07-31,3.943,3.841,3.976,4.261
2000-08-01,3.943,3.841,3.976,4.261
2000-08-02,3.965,3.817,3.938,4.235
2000-08-03,3.961,3.819,3.947,4.244
2000-08-04,3.953,3.841,3.985,4.27
2000-08-07,3.946,3.835,3.993,4.293
2000-08-08,3.913,3.817,3.983,4.277
2000-08-09,3.908,3.803,3.955,4.265
2000-08-10,3.895,3.768,3.915,4.227
2000-08-11,3.884,3.761,3.916,4.217
2000-08-14,3.862,3.759,3.93,4.231
2000-08-15,3.848,3.763,3.924,4.222
2000-08-16,3.884,3.796,3.949,4.241
2000-08-17,3.898,3.819,3.966,4.254
2000-08-18,3.887,3.796,3.962,4.255
2000-08-21,3.872,3.81,3.993,4.28
2000-08-22,3.887,3.794,3.963,4.27
2000-08-23,3.881,3.782,3.943,4.258
2000-08-24,3.866,3.761,3.926,4.235
2000-08-25,3.832,3.697,3.823,4.14
2000-08-28,3.818,3.687,3.814,4.129
2000-08-29,3.81,3.668,3.816,4.146
2000-08-30,3.797,3.691,3.838,4.17
2000-08-31,3.804,3.684,3.84,4.177
2000-09-01,3.747,3.671,3.842,4.18
2000-09-04,3.698,3.677,3.862,4.188
2000-09-05,3.685,3.689,3.842,4.157
2000-09-06,3.698,3.694,3.852,4.157
2000-09-07,3.716,3.753,3.901,4.186
2000-09-08,3.72,3.731,3.89,4.189
2000-09-11,3.721,3.718,3.886,4.195
2000-09-12,3.701,3.685,3.882,4.199
2000-09-13,3.7,3.654,3.859,4.188
2000-09-14,3.698,3.642,3.825,4.178
2000-09-15,3.659,3.617,3.823,4.176
2000-09-18,3.658,3.657,3.865,4.197
2000-09-19,3.645,3.702,3.871,4.182
2000-09-20,3.601,3.708,3.877,4.173
2000-09-21,3.624,3.716,3.908,4.223
2000-09-22,3.574,3.685,3.889,4.219
2000-09-25,3.602,3.712,3.93,4.255
2000-09-26,3.612,3.728,3.962,4.284
2000-09-27,3.613,3.73,3.977,4.293
2000-09-28,3.63,3.728,3.967,4.313
2000-09-29,3.615,3.702,3.954,4.284
2000-10-02,3.615,3.689,3.94,4.275
2000-10-03,3.602,3.682,3.936,4.273
2000-10-04,3.591,3.679,3.933,4.264
2000-10-05,3.53,3.652,3.91,4.253
2000-10-06,3.584,3.653,3.896,4.243
